t,x_num,v_num,x_exact,energy_num
2.042,0.965381638876,-1.63891551881,0.965381638833,19.7392088021
2.043,0.963723678334,-1.67699465674,0.96372367829,19.7392088021
2.044,0.962027671631,-1.7150075898,0.962027671586,19.7392088021
2.045,0.960293685723,-1.75295281729,0.960293685677,19.7392088021
2.046,0.958521789064,-1.79082884121,0.958521789018,19.7392088021
2.047,0.956712051607,-1.82863416627,0.956712051559,19.7392088021
2.048,0.954864544795,-1.86636729998,0.954864544747,19.7392088021
2.049,0.952979341567,-1.90402675271,0.952979341517,19.7392088021
2.05,0.951056516346,-1.94161103772,0.951056516295,19.7392088021
2.051,0.949096145042,-1.97911867126,0.949096144991,19.7392088021
2.052,0.947098305048,-2.01654817258,0.947098304995,19.7392088021
2.053,0.945063075234,-2.05389806402,0.94506307518,19.7392088021
2.054,0.942990535948,-2.09116687109,0.942990535893,19.7392088021
2.055,0.94088076901,-2.12835312248,0.940880768954,19.7392088021
2.056,0.938733857711,-2.16545535012,0.938733857654,19.7392088021
2.057,0.936549886806,-2.2024720893,0.936549886748,19.7392088021
2.058,0.934328942516,-2.23940187865,0.934328942457,19.7392088021
2.059,0.932071112518,-2.27624326025,0.932071112458,19.7392088021
2.06,0.929776485949,-2.31299477966,0.929776485889,19.7392088021
2.061,0.927445153397,-2.34965498599,0.927445153335,19.7392088021
2.062,0.925077206898,-2.38622243198,0.925077206835,19.7392088021
2.063,0.922672739934,-2.42269567398,0.92267273987,19.7392088021
2.064,0.920231847431,-2.45907327211,0.920231847366,19.7392088021
2.065,0.91775462575,-2.49535379024,0.917754625684,19.7392088021
2.066,0.915241172688,-2.53153579607,0.915241172621,19.7392088021
2.067,0.912691587472,-2.56761786121,0.912691587404,19.7392088021
2.068,0.910105970754,-2.60359856118,0.910105970685,19.7392088021
2.069,0.907484424611,-2.63947647555,0.907484424541,19.7392088021
2.07,0.904827052537,-2.6752501879,0.904827052466,19.7392088021
2.071,0.90213395944,-2.71091828596,0.902133959369,19.7392088021
2.072,0.899405251639,-2.7464793616,0.899405251567,19.7392088021
2.073,0.896641036859,-2.78193201094,0.896641036786,19.7392088021
2.074,0.893841424226,-2.81727483437,0.893841424152,19.7392088021
2.075,0.891006524264,-2.85250643661,0.891006524189,19.7392088021
2.076,0.888136448891,-2.88762542678,0.888136448814,19.7392088021
2.077,0.885231311411,-2.92263041845,0.885231311333,19.7392088021
2.078,0.882291226514,-2.95752002967,0.882291226435,19.7392088021
2.079,0.879316310271,-2.99229288306,0.879316310191,19.7392088021
2.08,0.876306680125,-3.02694760586,0.876306680044,19.7392088021
2.081,0.873262454892,-3.06148282994,0.87326245481,19.7392088021
2.082,0.870183754752,-3.09589719193,0.87018375467,19.7392088021
2.083,0.867070701248,-3.1301893332,0.867070701165,19.7392088021
2.084,0.863923417278,-3.16435789995,0.863923417193,19.7392088021
2.085,0.86074202709,-3.19840154327,0.860742027004,19.7392088021
